order_id,assigned,created,delivered,picked,city,service_type,pickup_lat,pickup_lon,drop_lat,drop_lon,created_at,promised_at,delivered_at,distance_km,eta_minutes,is_late,pickup_hour,temp_c,rain_mm,wind_kmph
O1724,2025-07-09 20:12:00,2025-07-09 20:08:00,2025-07-09 20:28:00,2025-07-09 20:20:00,ISB,food,33.73529,73.07087,33.78087220458008,73.09213414996412,2025-07-09 20:08:00,2025-07-09 20:48:00,2025-07-09 20:28:00,9.71,20.9,0,2025-07-09 20:00:00,32.2,0.0,5
O1725,2025-07-09 08:34:00,2025-07-09 08:31:00,2025-07-09 08:58:00,2025-07-09 08:39:00,ISB,food,33.69459,73.05439,33.73662949634798,73.09353401919986,2025-07-09 08:31:00,2025-07-09 09:16:00,2025-07-09 08:58:00,11.96,27.7,0,2025-07-09 08:00:00,28.3,0.0,11
O1726,2025-07-09 09:39:00,2025-07-09 09:36:00,2025-07-09 10:14:00,2025-07-09 09:45:00,LHR,grocery,31.46855,74.31457,31.5184140364822,74.33386295158128,2025-07-09 09:36:00,2025-07-09 10:16:00,2025-07-09 10:14:00,14.61,38.8,0,2025-07-09 09:00:00,26.4,0.0,4
O1727,2025-07-09 15:38:00,2025-07-09 15:36:00,2025-07-09 15:58:00,2025-07-09 15:44:00,LHR,food,31.59723,74.33147,31.619821352632517,74.35760949901122,2025-07-09 15:36:00,2025-07-09 16:21:00,2025-07-09 15:58:00,13.47,22.3,0,2025-07-09 15:00:00,22.3,0.0,5
O1728,2025-07-09 17:14:00,2025-07-09 17:11:00,2025-07-09 17:29:00,2025-07-09 17:20:00,KHI,parcel,24.86283,67.09848,24.879452127190987,67.12587743601453,2025-07-09 17:11:00,2025-07-09 18:11:00,2025-07-09 17:29:00,6.4,18.2,0,2025-07-09 17:00:00,28.4,0.0,7
O1729,2025-07-09 09:08:00,2025-07-09 09:06:00,2025-07-09 09:11:00,2025-07-09 09:16:00,ISB,grocery,33.72193,73.05488,33.74270138079235,73.10485197903854,2025-07-09 09:06:00,2025-07-09 10:06:00,2025-07-09 09:11:00,1.09,5.4,0,2025-07-09 09:00:00,22.4,0.0,3
O173,2025-07-01 18:35:00,2025-07-01 18:31:00,2025-07-01 19:04:00,2025-07-01 18:40:00,LHR,parcel,31.46934,74.322,31.48338662478452,74.35692551414992,2025-07-01 18:31:00,2025-07-01 19:16:00,2025-07-01 19:04:00,12.04,33.0,0,2025-07-01 18:00:00,29.5,0.0,2
O1730,2025-07-09 16:25:00,2025-07-09 16:21:00,2025-07-09 16:26:00,2025-07-09 16:33:00,LHR,food,31.54217,74.2688,31.58991600287245,74.29518283607219,2025-07-09 16:21:00,2025-07-09 17:21:00,2025-07-09 16:26:00,4.08,5.2,0,2025-07-09 16:00:00,30.2,0.0,14
O1731,2025-07-09 19:33:00,2025-07-09 19:31:00,2025-07-09 19:40:00,2025-07-09 19:42:00,KHI,parcel,24.89106,67.04372,24.938066192735626,67.07579519768474,2025-07-09 19:31:00,2025-07-09 20:11:00,2025-07-09 19:40:00,1.55,9.8,0,2025-07-09 19:00:00,27.4,0.0,3
O1732,2025-07-09 14:52:00,2025-07-09 14:50:00,2025-07-09 15:08:00,2025-07-09 14:59:00,KHI,parcel,24.89673,67.10731,24.91058928078941,67.12010250763393,2025-07-09 14:50:00,2025-07-09 15:50:00,2025-07-09 15:08:00,6.98,18.1,0,2025-07-09 14:00:00,27.6,0.0,13
O1733,2025-07-09 14:12:00,2025-07-09 14:09:00,2025-07-09 14:14:00,2025-07-09 14:18:00,LHR,parcel,31.45005,74.26142,31.47505780767072,74.27355319170788,2025-07-09 14:09:00,2025-07-09 15:09:00,2025-07-09 14:14:00,4.25,5.7,0,2025-07-09 14:00:00,30.2,0.0,14
O1734,2025-07-09 15:10:00,2025-07-09 15:07:00,2025-07-09 15:22:00,2025-07-09 15:17:00,LHR,food,31.55723,74.26327,31.59674834287637,74.30747242918869,2025-07-09 15:07:00,2025-07-09 15:52:00,2025-07-09 15:22:00,1.61,15.9,0,2025-07-09 15:00:00,22.3,0.0,5
O1735,2025-07-09 12:49:00,2025-07-09 12:47:00,2025-07-09 12:56:00,2025-07-09 12:57:00,LHR,food,31.59277,74.28957,31.627407242889007,74.33520260589447,2025-07-09 12:47:00,2025-07-09 13:27:00,2025-07-09 12:56:00,5.59,9.6,0,2025-07-09 12:00:00,23.4,0.0,7
O1736,2025-07-09 09:05:00,2025-07-09 09:03:00,2025-07-09 09:51:00,2025-07-09 09:12:00,KHI,food,24.8732,67.10843,24.92199078852865,67.15290259619292,2025-07-09 09:03:00,2025-07-09 09:48:00,2025-07-09 09:51:00,12.85,48.1,1,2025-07-09 09:00:00,34.3,0.0,9
O1737,2025-07-09 15:25:00,2025-07-09 15:23:00,2025-07-09 15:39:00,2025-07-09 15:30:00,LHR,parcel,31.53435,74.25746,31.55827356129007,74.27649448726488,2025-07-09 15:23:00,2025-07-09 16:08:00,2025-07-09 15:39:00,7.86,16.5,0,2025-07-09 15:00:00,22.3,0.0,5
O1738,2025-07-09 13:49:00,2025-07-09 13:46:00,2025-07-09 13:54:00,2025-07-09 13:58:00,LHR,grocery,31.58315,74.28329,31.600821982298264,74.3219122198318,2025-07-09 13:46:00,2025-07-09 14:16:00,2025-07-09 13:54:00,5.67,8.9,0,2025-07-09 13:00:00,32.2,0.0,10
O1739,2025-07-09 21:40:00,2025-07-09 21:36:00,2025-07-09 22:09:00,2025-07-09 21:47:00,KHI,food,24.81063,67.04799,24.83957034350964,67.09790591411017,2025-07-09 21:36:00,2025-07-09 22:36:00,2025-07-09 22:09:00,11.17,33.0,0,2025-07-09 21:00:00,23.8,0.0,10
O174,2025-07-01 08:21:00,2025-07-01 08:17:00,2025-07-01 08:40:00,2025-07-01 08:28:00,ISB,parcel,33.71392,73.02357,33.75246641132449,73.06851712138244,2025-07-01 08:17:00,2025-07-01 08:47:00,2025-07-01 08:40:00,13.13,23.3,0,2025-07-01 08:00:00,28.5,0.08,12
O1740,2025-07-09 12:33:00,2025-07-09 12:30:00,2025-07-09 12:56:00,2025-07-09 12:40:00,KHI,food,24.83067,67.00878,24.862510270061343,67.04679222369258,2025-07-09 12:30:00,2025-07-09 13:30:00,2025-07-09 12:56:00,10.42,26.9,0,2025-07-09 12:00:00,31.3,0.0,7
O1741,2025-07-09 13:24:00,2025-07-09 13:23:00,2025-07-09 13:37:00,2025-07-09 13:30:00,ISB,parcel,33.66033,73.02693,33.69310768076085,73.07480221204365,2025-07-09 13:23:00,2025-07-09 14:23:00,2025-07-09 13:37:00,5.28,14.4,0,2025-07-09 13:00:00,28.0,1.66,14
O1742,2025-07-09 08:59:00,2025-07-09 08:55:00,2025-07-09 09:21:00,2025-07-09 09:06:00,LHR,grocery,31.58778,74.29191,31.606709175674435,74.30843523659927,2025-07-09 08:55:00,2025-07-09 09:25:00,2025-07-09 09:21:00,12.21,27.0,0,2025-07-09 08:00:00,32.9,1.02,7
O1743,2025-07-09 14:40:00,2025-07-09 14:37:00,2025-07-09 14:42:00,2025-07-09 14:47:00,LHR,grocery,31.47759,74.31742,31.51503944112463,74.35352039971147,2025-07-09 14:37:00,2025-07-09 15:17:00,2025-07-09 14:42:00,2.4,-2.5,0,2025-07-09 14:00:00,30.2,0.0,14
O1744,2025-07-09 21:34:00,2025-07-09 21:33:00,2025-07-09 21:47:00,2025-07-09 21:43:00,KHI,parcel,24.87616,67.06105,24.90971299572993,67.07876161743276,2025-07-09 21:33:00,2025-07-09 22:03:00,2025-07-09 21:47:00,6.68,14.3,0,2025-07-09 21:00:00,23.8,0.0,10
O1745,2025-07-09 11:51:00,2025-07-09 11:49:00,2025-07-09 12:11:00,2025-07-09 11:56:00,ISB,food,33.7377,73.03718,33.770604615685805,73.08319510915524,2025-07-09 11:49:00,2025-07-09 12:34:00,2025-07-09 12:11:00,12.3,22.7,0,2025-07-09 11:00:00,25.6,0.0,8
O1746,2025-07-09 20:47:00,2025-07-09 20:43:00,2025-07-09 20:52:00,2025-07-09 20:55:00,ISB,food,33.72009,73.04312,33.74580036538219,73.09274836958248,2025-07-09 20:43:00,2025-07-09 21:28:00,2025-07-09 20:52:00,6.14,9.8,0,2025-07-09 20:00:00,32.2,0.0,5
O1747,2025-07-09 13:57:00,2025-07-09 13:56:00,2025-07-09 14:29:00,2025-07-09 14:05:00,ISB,grocery,33.68639,73.03733,33.727557240256274,73.06690866627011,2025-07-09 13:56:00,2025-07-09 14:36:00,2025-07-09 14:29:00,9.26,33.3,0,2025-07-09 13:00:00,28.0,1.66,14
O1748,2025-07-09 11:54:00,2025-07-09 11:53:00,2025-07-09 11:58:00,2025-07-09 12:00:00,KHI,grocery,24.88524,67.0006,24.907735894988747,67.01891809361992,2025-07-09 11:53:00,2025-07-09 12:53:00,2025-07-09 11:58:00,2.9,4.0,0,2025-07-09 11:00:00,24.4,0.0,6
O1749,2025-07-09 14:19:00,2025-07-09 14:15:00,2025-07-09 14:38:00,2025-07-09 14:25:00,ISB,food,33.65186,73.09536,33.695652642102885,73.11578180056439,2025-07-09 14:15:00,2025-07-09 14:55:00,2025-07-09 14:38:00,13.93,23.7,0,2025-07-09 14:00:00,26.1,0.0,10
O175,2025-07-01 08:33:00,2025-07-01 08:32:00,2025-07-01 09:00:00,2025-07-01 08:38:00,LHR,grocery,31.47413,74.32003,31.51448472537672,74.33426186081091,2025-07-01 08:32:00,2025-07-01 09:17:00,2025-07-01 09:00:00,12.4,28.0,0,2025-07-01 08:00:00,24.4,0.0,14
O1750,2025-07-09 11:56:00,2025-07-09 11:54:00,2025-07-09 12:00:00,2025-07-09 12:01:00,KHI,parcel,24.80443,67.05174,24.84736534870016,67.0868715597834,2025-07-09 11:54:00,2025-07-09 12:39:00,2025-07-09 12:00:00,1.92,6.1,0,2025-07-09 11:00:00,24.4,0.0,6
O1751,2025-07-09 21:57:00,2025-07-09 21:55:00,2025-07-09 22:09:00,2025-07-09 22:05:00,ISB,grocery,33.71465,73.06871,33.73485808496062,73.10273230624242,2025-07-09 21:55:00,2025-07-09 22:55:00,2025-07-09 22:09:00,7.53,14.5,0,2025-07-09 21:00:00,31.6,0.0,14
O1752,2025-07-09 14:55:00,2025-07-09 14:51:00,2025-07-09 15:18:00,2025-07-09 15:01:00,ISB,parcel,33.704,73.03926,33.7212728864526,73.07331000789888,2025-07-09 14:51:00,2025-07-09 15:21:00,2025-07-09 15:18:00,9.4,27.7,0,2025-07-09 14:00:00,26.1,0.0,10
O1753,2025-07-09 20:56:00,2025-07-09 20:54:00,2025-07-09 21:24:00,2025-07-09 21:05:00,ISB,parcel,33.69575,73.09895,33.73573674008421,73.1261723785592,2025-07-09 20:54:00,2025-07-09 21:34:00,2025-07-09 21:24:00,7.99,30.2,0,2025-07-09 20:00:00,32.2,0.0,5
O1754,2025-07-09 13:49:00,2025-07-09 13:46:00,2025-07-09 14:00:00,2025-07-09 13:56:00,KHI,grocery,24.86989,67.10293,24.89305751226592,67.12935558528085,2025-07-09 13:46:00,2025-07-09 14:46:00,2025-07-09 14:00:00,5.6,14.3,0,2025-07-09 13:00:00,36.1,0.0,2
O1755,2025-07-09 10:40:00,2025-07-09 10:36:00,2025-07-09 10:56:00,2025-07-09 10:45:00,KHI,food,24.90974,67.02617,24.929207401038717,67.05918051956203,2025-07-09 10:36:00,2025-07-09 11:36:00,2025-07-09 10:56:00,8.4,20.2,0,2025-07-09 10:00:00,30.2,0.0,9
O1756,2025-07-09 19:54:00,2025-07-09 19:52:00,2025-07-09 20:25:00,2025-07-09 20:03:00,KHI,grocery,24.90668,67.05664,24.93322162090974,67.08158788678945,2025-07-09 19:52:00,2025-07-09 20:52:00,2025-07-09 20:25:00,12.75,33.3,0,2025-07-09 19:00:00,27.4,0.0,3
O1757,2025-07-09 10:22:00,2025-07-09 10:20:00,2025-07-09 10:34:00,2025-07-09 10:31:00,ISB,parcel,33.74835,73.04176,33.766831734487724,73.07262165796774,2025-07-09 10:20:00,2025-07-09 11:20:00,2025-07-09 10:34:00,6.97,14.4,0,2025-07-09 10:00:00,29.3,1.6,4
O1758,2025-07-09 13:58:00,2025-07-09 13:54:00,2025-07-09 13:59:00,2025-07-09 14:04:00,LHR,food,31.55133,74.27958,31.57536352925978,74.30699839539156,2025-07-09 13:54:00,2025-07-09 14:34:00,2025-07-09 13:59:00,2.4,4.9,0,2025-07-09 13:00:00,32.2,0.0,10
O1759,2025-07-09 14:58:00,2025-07-09 14:57:00,2025-07-09 15:25:00,2025-07-09 15:04:00,KHI,grocery,24.80366,67.14828,24.84206090926001,67.17909568903971,2025-07-09 14:57:00,2025-07-09 15:27:00,2025-07-09 15:25:00,8.26,28.3,0,2025-07-09 14:00:00,27.6,0.0,13
O176,2025-07-01 12:39:00,2025-07-01 12:38:00,2025-07-01 12:51:00,2025-07-01 12:45:00,KHI,parcel,24.85422,67.05381,24.885390697925747,67.08718583686358,2025-07-01 12:38:00,2025-07-01 13:23:00,2025-07-01 12:51:00,5.77,13.0,0,2025-07-01 12:00:00,42.2,0.0,4
O1760,2025-07-09 10:20:00,2025-07-09 10:16:00,2025-07-09 10:39:00,2025-07-09 10:27:00,KHI,food,24.89115,67.06798,24.924040774093672,67.08606329850961,2025-07-09 10:16:00,2025-07-09 10:56:00,2025-07-09 10:39:00,3.62,23.3,0,2025-07-09 10:00:00,30.2,0.0,9
O1761,2025-07-09 09:19:00,2025-07-09 09:18:00,2025-07-09 09:53:00,2025-07-09 09:26:00,KHI,food,24.89171,67.01736,24.922147223063767,67.04725017263793,2025-07-09 09:18:00,2025-07-09 10:03:00,2025-07-09 09:53:00,9.85,35.4,0,2025-07-09 09:00:00,34.3,0.0,9
O1762,2025-07-09 19:25:00,2025-07-09 19:24:00,2025-07-09 19:46:00,2025-07-09 19:33:00,LHR,parcel,31.49424,74.31226,31.511765564832253,74.33101990836218,2025-07-09 19:24:00,2025-07-09 19:54:00,2025-07-09 19:46:00,11.46,22.6,0,2025-07-09 19:00:00,23.1,0.0,9
O1763,2025-07-09 14:05:00,2025-07-09 14:04:00,2025-07-09 14:12:00,2025-07-09 14:11:00,KHI,food,24.85314,67.12558,24.88426591523181,67.13677242891416,2025-07-09 14:04:00,2025-07-09 14:49:00,2025-07-09 14:12:00,2.04,8.6,0,2025-07-09 14:00:00,27.6,0.0,13
O1764,2025-07-09 13:52:00,2025-07-09 13:49:00,2025-07-09 14:05:00,2025-07-09 14:00:00,KHI,parcel,24.86559,67.0374,24.90264832937852,67.0524358941482,2025-07-09 13:49:00,2025-07-09 14:19:00,2025-07-09 14:05:00,6.02,16.4,0,2025-07-09 13:00:00,36.1,0.0,2
O1765,2025-07-09 09:56:00,2025-07-09 09:52:00,2025-07-09 10:10:00,2025-07-09 10:05:00,ISB,food,33.73942,73.06804,33.764936014597545,73.10445697712576,2025-07-09 09:52:00,2025-07-09 10:52:00,2025-07-09 10:10:00,3.63,18.1,0,2025-07-09 09:00:00,22.4,0.0,3
O1766,2025-07-09 18:39:00,2025-07-09 18:36:00,2025-07-09 18:50:00,2025-07-09 18:46:00,KHI,food,24.83521,67.12813,24.874052010064062,67.17017303680998,2025-07-09 18:36:00,2025-07-09 19:06:00,2025-07-09 18:50:00,4.25,14.4,0,2025-07-09 18:00:00,29.6,0.0,9
O1767,2025-07-09 21:00:00,2025-07-09 20:58:00,2025-07-09 21:09:00,2025-07-09 21:07:00,KHI,grocery,24.85247,67.07102,24.893888690639447,67.09003314905316,2025-07-09 20:58:00,2025-07-09 21:28:00,2025-07-09 21:09:00,3.21,11.4,0,2025-07-09 20:00:00,32.8,0.0,2
O1768,2025-07-09 18:07:00,2025-07-09 18:06:00,2025-07-09 18:15:00,2025-07-09 18:13:00,ISB,food,33.6857,73.07596,33.71902370973856,73.08814304367799,2025-07-09 18:06:00,2025-07-09 19:06:00,2025-07-09 18:15:00,3.84,9.5,0,2025-07-09 18:00:00,21.8,0.0,2
O1769,2025-07-09 19:07:00,2025-07-09 19:06:00,2025-07-09 19:37:00,2025-07-09 19:16:00,LHR,parcel,31.54035,74.30878,31.55505434538533,74.34278901643442,2025-07-09 19:06:00,2025-07-09 20:06:00,2025-07-09 19:37:00,13.64,31.7,0,2025-07-09 19:00:00,23.1,0.0,9
O177,2025-07-01 13:36:00,2025-07-01 13:34:00,2025-07-01 14:05:00,2025-07-01 13:44:00,LHR,food,31.53819,74.34345,31.577232453042495,74.39016090609978,2025-07-01 13:34:00,2025-07-01 14:14:00,2025-07-01 14:05:00,9.46,32.0,0,2025-07-01 13:00:00,24.5,0.0,8
O1770,2025-07-09 18:51:00,2025-07-09 18:47:00,2025-07-09 19:12:00,2025-07-09 18:58:00,ISB,parcel,33.72682,73.07031,33.7414181086927,73.08369776846348,2025-07-09 18:47:00,2025-07-09 19:32:00,2025-07-09 19:12:00,6.98,25.3,0,2025-07-09 18:00:00,21.8,0.0,2
O1771,2025-07-09 09:21:00,2025-07-09 09:20:00,2025-07-09 09:25:00,2025-07-09 09:28:00,LHR,parcel,31.48909,74.26726,31.504647099196514,74.29191533569026,2025-07-09 09:20:00,2025-07-09 10:00:00,2025-07-09 09:25:00,1.88,5.9,0,2025-07-09 09:00:00,26.4,0.0,4
O1772,2025-07-09 21:19:00,2025-07-09 21:16:00,2025-07-09 21:31:00,2025-07-09 21:28:00,ISB,parcel,33.66615,73.05017,33.71314496674651,73.07006004359535,2025-07-09 21:16:00,2025-07-09 22:16:00,2025-07-09 21:31:00,5.37,15.2,0,2025-07-09 21:00:00,31.6,0.0,14
O1773,2025-07-09 20:00:00,2025-07-09 19:56:00,2025-07-09 20:08:00,2025-07-09 20:09:00,LHR,parcel,31.54911,74.25432,31.59114055146286,74.29749617419823,2025-07-09 19:56:00,2025-07-09 20:26:00,2025-07-09 20:08:00,3.61,12.3,0,2025-07-09 19:00:00,23.1,0.0,9
O1774,2025-07-09 18:53:00,2025-07-09 18:49:00,2025-07-09 19:19:00,2025-07-09 19:00:00,ISB,parcel,33.70035,73.02716,33.734601898889885,73.05770989162282,2025-07-09 18:49:00,2025-07-09 19:29:00,2025-07-09 19:19:00,11.35,30.7,0,2025-07-09 18:00:00,21.8,0.0,2
O1775,2025-07-09 17:02:00,2025-07-09 16:58:00,2025-07-09 17:03:00,2025-07-09 17:07:00,KHI,grocery,24.82713,67.04816,24.876402668094173,67.06185034698896,2025-07-09 16:58:00,2025-07-09 17:43:00,2025-07-09 17:03:00,2.2,2.0,0,2025-07-09 16:00:00,32.7,0.0,7
O1776,2025-07-09 11:53:00,2025-07-09 11:51:00,2025-07-09 12:13:00,2025-07-09 12:00:00,KHI,parcel,24.81386,67.07625,24.84139422614081,67.09321201321546,2025-07-09 11:51:00,2025-07-09 12:51:00,2025-07-09 12:13:00,9.77,22.6,0,2025-07-09 11:00:00,24.4,0.0,6
O1777,2025-07-09 12:29:00,2025-07-09 12:26:00,2025-07-09 12:34:00,2025-07-09 12:34:00,ISB,parcel,33.6905,73.0591,33.73591647799673,73.08518635989094,2025-07-09 12:26:00,2025-07-09 13:26:00,2025-07-09 12:34:00,3.44,8.1,0,2025-07-09 12:00:00,22.8,1.61,3
O1778,2025-07-09 17:19:00,2025-07-09 17:16:00,2025-07-09 17:38:00,2025-07-09 17:27:00,KHI,grocery,24.81797,67.04127,24.86029845790601,67.0872973819315,2025-07-09 17:16:00,2025-07-09 18:01:00,2025-07-09 17:38:00,2.47,22.8,0,2025-07-09 17:00:00,28.4,0.0,7
O1779,2025-07-09 16:55:00,2025-07-09 16:51:00,2025-07-09 17:18:00,2025-07-09 17:04:00,LHR,food,31.59869,74.28356,31.61710019077177,74.29796544114608,2025-07-09 16:51:00,2025-07-09 17:36:00,2025-07-09 17:18:00,10.7,27.5,0,2025-07-09 16:00:00,30.2,0.0,14
O178,2025-07-01 17:31:00,2025-07-01 17:29:00,2025-07-01 17:41:00,2025-07-01 17:39:00,LHR,food,31.53362,74.34783,31.57454670766988,74.36208063619169,2025-07-01 17:29:00,2025-07-01 18:09:00,2025-07-01 17:41:00,5.3,12.3,0,2025-07-01 17:00:00,30.7,1.47,13
O1780,2025-07-09 12:58:00,2025-07-09 12:57:00,2025-07-09 13:04:00,2025-07-09 13:07:00,KHI,grocery,24.86953,67.07829,24.91764218342256,67.11244581200579,2025-07-09 12:57:00,2025-07-09 13:57:00,2025-07-09 13:04:00,2.79,7.6,0,2025-07-09 12:00:00,31.3,0.0,7
O1781,2025-07-09 17:21:00,2025-07-09 17:18:00,2025-07-09 17:42:00,2025-07-09 17:30:00,ISB,food,33.71913,73.00807,33.73084364095896,73.02930275880924,2025-07-09 17:18:00,2025-07-09 18:03:00,2025-07-09 17:42:00,8.73,24.4,0,2025-07-09 17:00:00,30.4,0.0,7
O1782,2025-07-09 10:42:00,2025-07-09 10:38:00,2025-07-09 10:57:00,2025-07-09 10:48:00,LHR,grocery,31.46989,74.34202,31.494384663274857,74.36428789081549,2025-07-09 10:38:00,2025-07-09 11:08:00,2025-07-09 10:57:00,9.46,19.5,0,2025-07-09 10:00:00,31.0,0.0,10
O1783,2025-07-09 19:29:00,2025-07-09 19:25:00,2025-07-09 19:53:00,2025-07-09 19:35:00,LHR,grocery,31.48653,74.259,31.51421332068757,74.3045984048646,2025-07-09 19:25:00,2025-07-09 20:05:00,2025-07-09 19:53:00,12.9,28.2,0,2025-07-09 19:00:00,23.1,0.0,9
O1784,2025-07-09 15:39:00,2025-07-09 15:36:00,2025-07-09 16:22:00,2025-07-09 15:46:00,ISB,grocery,33.68396,73.08956,33.71099268586047,73.13115061951179,2025-07-09 15:36:00,2025-07-09 16:06:00,2025-07-09 16:22:00,14.28,46.7,1,2025-07-09 15:00:00,28.6,0.0,9
O1785,2025-07-09 18:47:00,2025-07-09 18:45:00,2025-07-09 19:17:00,2025-07-09 18:55:00,KHI,parcel,24.8739,67.13516,24.91898154516173,67.14703255828937,2025-07-09 18:45:00,2025-07-09 19:45:00,2025-07-09 19:17:00,7.21,32.3,0,2025-07-09 18:00:00,29.6,0.0,9
O1786,2025-07-09 13:26:00,2025-07-09 13:24:00,2025-07-09 13:43:00,2025-07-09 13:32:00,LHR,food,31.5595,74.26845,31.5833655877748,74.30498122547431,2025-07-09 13:24:00,2025-07-09 14:24:00,2025-07-09 13:43:00,11.34,19.8,0,2025-07-09 13:00:00,32.2,0.0,10
O1787,2025-07-09 16:25:00,2025-07-09 16:22:00,2025-07-09 17:03:00,2025-07-09 16:31:00,KHI,food,24.80493,67.02039,24.827721091561955,67.04406943221153,2025-07-09 16:22:00,2025-07-09 17:02:00,2025-07-09 17:03:00,11.39,41.3,1,2025-07-09 16:00:00,32.7,0.0,7
O1788,2025-07-09 08:02:00,2025-07-09 08:01:00,2025-07-09 08:17:00,2025-07-09 08:08:00,ISB,grocery,33.65267,73.09477,33.69002419700141,73.14305120420173,2025-07-09 08:01:00,2025-07-09 08:31:00,2025-07-09 08:17:00,5.77,17.0,0,2025-07-09 08:00:00,28.3,0.0,11
O1789,2025-07-09 09:41:00,2025-07-09 09:40:00,2025-07-09 09:45:00,2025-07-09 09:47:00,ISB,food,33.67188,73.01075,33.71329780123409,73.02524991831255,2025-07-09 09:40:00,2025-07-09 10:20:00,2025-07-09 09:45:00,2.75,3.8,0,2025-07-09 09:00:00,22.4,0.0,3
O179,2025-07-01 16:09:00,2025-07-01 16:05:00,2025-07-01 16:21:00,2025-07-01 16:14:00,ISB,grocery,33.67985,73.06724,33.70300040510218,73.08836448670215,2025-07-01 16:05:00,2025-07-01 16:35:00,2025-07-01 16:21:00,7.41,16.1,0,2025-07-01 16:00:00,23.7,0.0,9
O1790,2025-07-09 11:56:00,2025-07-09 11:55:00,2025-07-09 12:12:00,2025-07-09 12:01:00,LHR,parcel,31.55681,74.27165,31.591065662231053,74.30178210417188,2025-07-09 11:55:00,2025-07-09 12:40:00,2025-07-09 12:12:00,4.89,17.8,0,2025-07-09 11:00:00,26.3,0.0,3
O1791,2025-07-09 17:30:00,2025-07-09 17:26:00,2025-07-09 17:42:00,2025-07-09 17:39:00,LHR,grocery,31.52741,74.34102,31.539151863113734,74.38165216352124,2025-07-09 17:26:00,2025-07-09 18:26:00,2025-07-09 17:42:00,6.96,16.0,0,2025-07-09 17:00:00,28.6,0.0,8
O1792,2025-07-09 12:17:00,2025-07-09 12:15:00,2025-07-09 12:39:00,2025-07-09 12:26:00,ISB,food,33.73955,73.09057,33.78847665830639,73.13162861057906,2025-07-09 12:15:00,2025-07-09 12:55:00,2025-07-09 12:39:00,9.03,24.2,0,2025-07-09 12:00:00,22.8,1.61,3
O1793,2025-07-09 18:03:00,2025-07-09 18:01:00,2025-07-09 18:50:00,2025-07-09 18:10:00,ISB,grocery,33.72132,73.05713,33.735620456522284,73.08958377791524,2025-07-09 18:01:00,2025-07-09 19:01:00,2025-07-09 18:50:00,13.34,49.1,0,2025-07-09 18:00:00,21.8,0.0,2
O1794,2025-07-09 11:29:00,2025-07-09 11:28:00,2025-07-09 11:54:00,2025-07-09 11:38:00,ISB,parcel,33.67956,73.06923,33.69093326543487,73.0873721382471,2025-07-09 11:28:00,2025-07-09 12:08:00,2025-07-09 11:54:00,10.37,26.4,0,2025-07-09 11:00:00,25.6,0.0,8
O1795,2025-07-09 20:17:00,2025-07-09 20:15:00,2025-07-09 20:20:00,2025-07-09 20:25:00,ISB,food,33.72932,73.03329,33.75821599875358,73.05131695608404,2025-07-09 20:15:00,2025-07-09 21:00:00,2025-07-09 20:20:00,5.06,4.3,0,2025-07-09 20:00:00,32.2,0.0,5
O1796,2025-07-09 21:58:00,2025-07-09 21:54:00,2025-07-09 22:19:00,2025-07-09 22:04:00,ISB,grocery,33.74441,73.09479,33.757213931954375,73.12937582718125,2025-07-09 21:54:00,2025-07-09 22:54:00,2025-07-09 22:19:00,10.07,25.1,0,2025-07-09 21:00:00,31.6,0.0,14
O1797,2025-07-09 11:27:00,2025-07-09 11:24:00,2025-07-09 11:57:00,2025-07-09 11:34:00,ISB,parcel,33.71026,73.06783,33.75563829902242,73.10852430644171,2025-07-09 11:24:00,2025-07-09 12:04:00,2025-07-09 11:57:00,12.54,33.2,0,2025-07-09 11:00:00,25.6,0.0,8
O1798,2025-07-09 11:54:00,2025-07-09 11:51:00,2025-07-09 12:06:00,2025-07-09 12:00:00,KHI,parcel,24.84503,67.01776,24.88428793042835,67.06690385335652,2025-07-09 11:51:00,2025-07-09 12:21:00,2025-07-09 12:06:00,5.63,15.5,0,2025-07-09 11:00:00,24.4,0.0,6
O1799,2025-07-09 11:39:00,2025-07-09 11:36:00,2025-07-09 11:55:00,2025-07-09 11:46:00,LHR,grocery,31.55437,74.34532,31.60289256451052,74.377548914765,2025-07-09 11:36:00,2025-07-09 12:16:00,2025-07-09 11:55:00,8.83,19.3,0,2025-07-09 11:00:00,26.3,0.0,3
O18,2025-07-01 20:23:00,2025-07-01 20:19:00,2025-07-01 20:35:00,2025-07-01 20:29:00,LHR,parcel,31.4875,74.25734,31.52402584995901,74.29115465480628,2025-07-01 20:19:00,2025-07-01 20:49:00,2025-07-01 20:35:00,6.91,16.9,0,2025-07-01 20:00:00,25.1,0.79,2
O180,2025-07-01 13:40:00,2025-07-01 13:38:00,2025-07-01 13:46:00,2025-07-01 13:49:00,KHI,grocery,24.8309,67.10639,24.841745992933976,67.13314731911936,2025-07-01 13:38:00,2025-07-01 14:38:00,2025-07-01 13:46:00,5.74,8.8,0,2025-07-01 13:00:00,33.7,0.82,10
O1800,2025-07-09 16:11:00,2025-07-09 16:09:00,2025-07-09 16:33:00,2025-07-09 16:19:00,KHI,grocery,24.8924,67.14132,24.940445081290694,67.18456593068655,2025-07-09 16:09:00,2025-07-09 16:54:00,2025-07-09 16:33:00,5.67,24.3,0,2025-07-09 16:00:00,32.7,0.0,7
