order_id,event_type,event_ts
O461,assigned,2025-07-03 12:14:00
O461,picked,2025-07-03 12:23:00
O461,delivered,2025-07-03 12:27:00
O462,created,2025-07-03 18:03:00
O462,assigned,2025-07-03 18:06:00
O462,picked,2025-07-03 18:15:00
O462,delivered,2025-07-03 18:22:00
O463,created,2025-07-03 19:13:00
O463,assigned,2025-07-03 19:17:00
O463,picked,2025-07-03 19:23:00
O463,delivered,2025-07-03 19:49:00
O464,created,2025-07-03 18:39:00
O464,assigned,2025-07-03 18:41:00
O464,picked,2025-07-03 18:49:00
O464,delivered,2025-07-03 19:07:00
O465,created,2025-07-03 08:20:00
O465,assigned,2025-07-03 08:22:00
O465,picked,2025-07-03 08:30:00
O465,delivered,2025-07-03 08:28:00
O466,created,2025-07-03 16:52:00
O466,assigned,2025-07-03 16:53:00
O466,picked,2025-07-03 16:59:00
O466,delivered,2025-07-03 17:08:00
O467,created,2025-07-03 16:53:00
O467,assigned,2025-07-03 16:56:00
O467,picked,2025-07-03 17:02:00
O467,delivered,2025-07-03 17:06:00
O468,created,2025-07-03 19:04:00
O468,assigned,2025-07-03 19:07:00
O468,picked,2025-07-03 19:12:00
O468,delivered,2025-07-03 19:18:00
O469,created,2025-07-03 09:40:00
O469,assigned,2025-07-03 09:43:00
O469,picked,2025-07-03 09:50:00
O469,delivered,2025-07-03 10:16:00
O470,created,2025-07-03 18:44:00
O470,assigned,2025-07-03 18:46:00
O470,picked,2025-07-03 18:51:00
O470,delivered,2025-07-03 18:56:00
O471,created,2025-07-03 17:07:00
O471,assigned,2025-07-03 17:11:00
O471,picked,2025-07-03 17:18:00
O471,delivered,2025-07-03 17:25:00
O472,created,2025-07-03 12:52:00
O472,assigned,2025-07-03 12:56:00
O472,picked,2025-07-03 13:04:00
O472,delivered,2025-07-03 13:39:00
O473,created,2025-07-03 19:42:00
O473,assigned,2025-07-03 19:45:00
O473,picked,2025-07-03 19:52:00
O473,delivered,2025-07-03 20:11:00
O474,created,2025-07-03 17:38:00
O474,assigned,2025-07-03 17:39:00
O474,picked,2025-07-03 17:44:00
O474,delivered,2025-07-03 17:48:00
O475,created,2025-07-03 10:09:00
O475,assigned,2025-07-03 10:12:00
O475,picked,2025-07-03 10:18:00
O475,delivered,2025-07-03 10:26:00
O476,created,2025-07-03 16:48:00
O476,assigned,2025-07-03 16:52:00
O476,picked,2025-07-03 16:58:00
O476,delivered,2025-07-03 17:00:00
O477,created,2025-07-03 21:33:00
O477,assigned,2025-07-03 21:34:00
O477,picked,2025-07-03 21:42:00
O477,delivered,2025-07-03 21:49:00
O478,created,2025-07-03 10:18:00
O478,assigned,2025-07-03 10:22:00
O478,picked,2025-07-03 10:28:00
O478,delivered,2025-07-03 10:33:00
O479,created,2025-07-03 10:27:00
O479,assigned,2025-07-03 10:30:00
O479,picked,2025-07-03 10:38:00
O479,delivered,2025-07-03 10:34:00
O480,created,2025-07-03 10:27:00
O480,assigned,2025-07-03 10:28:00
O480,picked,2025-07-03 10:37:00
O480,delivered,2025-07-03 10:39:00
O481,created,2025-07-03 10:03:00
O481,assigned,2025-07-03 10:06:00
O481,picked,2025-07-03 10:15:00
O481,delivered,2025-07-03 10:24:00
O482,created,2025-07-03 09:58:00
O482,assigned,2025-07-03 09:59:00
O482,picked,2025-07-03 10:05:00
O482,delivered,2025-07-03 10:07:00
O483,created,2025-07-03 20:26:00
O483,assigned,2025-07-03 20:28:00
O483,picked,2025-07-03 20:35:00
O483,delivered,2025-07-03 20:47:00
O484,created,2025-07-03 12:34:00
O484,assigned,2025-07-03 12:35:00
O484,picked,2025-07-03 12:43:00
O484,delivered,2025-07-03 13:08:00
O485,created,2025-07-03 19:32:00
O485,assigned,2025-07-03 19:36:00
O485,picked,2025-07-03 19:44:00
O485,delivered,2025-07-03 20:15:00
O486,created,2025-07-03 18:12:00
O486,assigned,2025-07-03 18:16:00
O486,picked,2025-07-03 18:21:00
O486,delivered,2025-07-03 18:22:00
O487,created,2025-07-03 12:46:00
O487,assigned,2025-07-03 12:49:00
O487,picked,2025-07-03 12:55:00
O487,delivered,2025-07-03 13:24:00
O488,created,2025-07-03 12:02:00
O488,assigned,2025-07-03 12:06:00
O488,picked,2025-07-03 12:11:00
O488,delivered,2025-07-03 12:42:00
O489,created,2025-07-03 15:24:00
O489,assigned,2025-07-03 15:27:00
O489,picked,2025-07-03 15:36:00
O489,delivered,2025-07-03 15:46:00
O490,created,2025-07-03 12:00:00
O490,assigned,2025-07-03 12:03:00
O490,picked,2025-07-03 12:12:00
O490,delivered,2025-07-03 12:06:00
O491,created,2025-07-03 13:52:00
O491,assigned,2025-07-03 13:53:00
O491,picked,2025-07-03 13:58:00
O491,delivered,2025-07-03 14:00:00
O492,created,2025-07-03 11:25:00
O492,assigned,2025-07-03 11:28:00
O492,picked,2025-07-03 11:37:00
O492,delivered,2025-07-03 11:30:00
O493,created,2025-07-03 08:31:00
O493,assigned,2025-07-03 08:35:00
O493,picked,2025-07-03 08:43:00
O493,delivered,2025-07-03 08:36:00
O494,created,2025-07-03 17:28:00
O494,assigned,2025-07-03 17:31:00
O494,picked,2025-07-03 17:37:00
O494,delivered,2025-07-03 17:42:00
O495,created,2025-07-03 16:39:00
O495,assigned,2025-07-03 16:43:00
O495,picked,2025-07-03 16:52:00
O495,delivered,2025-07-03 16:50:00
O496,created,2025-07-03 08:43:00
O496,assigned,2025-07-03 08:47:00
O496,picked,2025-07-03 08:54:00
O496,delivered,2025-07-03 08:48:00
O497,created,2025-07-03 14:53:00
O497,assigned,2025-07-03 14:57:00
O497,picked,2025-07-03 15:04:00
O497,delivered,2025-07-03 15:08:00
O498,created,2025-07-03 10:11:00
O498,assigned,2025-07-03 10:12:00
O498,picked,2025-07-03 10:21:00
O498,delivered,2025-07-03 10:27:00
O499,created,2025-07-03 11:29:00
O499,assigned,2025-07-03 11:31:00
O499,picked,2025-07-03 11:39:00
O499,delivered,2025-07-03 11:38:00
O500,created,2025-07-03 12:09:00
O500,assigned,2025-07-03 12:10:00
O500,picked,2025-07-03 12:18:00
O500,delivered,2025-07-03 12:41:00
O501,created,2025-07-03 21:40:00
O501,assigned,2025-07-03 21:43:00
O501,picked,2025-07-03 21:49:00
O501,delivered,2025-07-03 21:56:00
O502,created,2025-07-03 12:07:00
O502,assigned,2025-07-03 12:10:00
O502,picked,2025-07-03 12:19:00
O502,delivered,2025-07-03 12:23:00
O503,created,2025-07-03 18:58:00
O503,assigned,2025-07-03 19:01:00
O503,picked,2025-07-03 19:10:00
O503,delivered,2025-07-03 19:36:00
O504,created,2025-07-03 19:57:00
O504,assigned,2025-07-03 20:01:00
O504,picked,2025-07-03 20:09:00
O504,delivered,2025-07-03 20:02:00
O505,created,2025-07-03 11:08:00
O505,assigned,2025-07-03 11:12:00
O505,picked,2025-07-03 11:17:00
O505,delivered,2025-07-03 11:27:00
O506,created,2025-07-03 18:03:00
O506,assigned,2025-07-03 18:05:00
O506,picked,2025-07-03 18:14:00
O506,delivered,2025-07-03 18:41:00
O507,created,2025-07-03 15:55:00
O507,assigned,2025-07-03 15:57:00
O507,picked,2025-07-03 16:02:00
O507,delivered,2025-07-03 16:35:00
O508,created,2025-07-03 16:30:00
O508,assigned,2025-07-03 16:33:00
O508,picked,2025-07-03 16:38:00
O508,delivered,2025-07-03 16:57:00
O509,created,2025-07-03 18:11:00
O509,assigned,2025-07-03 18:14:00
O509,picked,2025-07-03 18:20:00
O509,delivered,2025-07-03 18:41:00
O510,created,2025-07-03 15:07:00
O510,assigned,2025-07-03 15:11:00
O510,picked,2025-07-03 15:16:00
O510,delivered,2025-07-03 15:19:00
O511,created,2025-07-03 13:04:00
O511,assigned,2025-07-03 13:08:00
O511,picked,2025-07-03 13:14:00
O511,delivered,2025-07-03 13:24:00
O512,created,2025-07-03 14:37:00
O512,assigned,2025-07-03 14:38:00
O512,picked,2025-07-03 14:44:00
O512,delivered,2025-07-03 14:58:00
O513,created,2025-07-03 18:57:00
O513,assigned,2025-07-03 18:58:00
O513,picked,2025-07-03 19:07:00
O513,delivered,2025-07-03 19:38:00
O514,created,2025-07-03 14:48:00
O514,assigned,2025-07-03 14:49:00
O514,picked,2025-07-03 14:57:00
O514,delivered,2025-07-03 15:03:00
O515,created,2025-07-03 15:27:00
O515,assigned,2025-07-03 15:28:00
O515,picked,2025-07-03 15:33:00
O515,delivered,2025-07-03 15:46:00
O516,created,2025-07-03 21:50:00
O516,assigned,2025-07-03 21:51:00
O516,picked,2025-07-03 22:00:00
O516,delivered,2025-07-03 22:22:00
O517,created,2025-07-03 19:52:00
O517,assigned,2025-07-03 19:53:00
O517,picked,2025-07-03 20:02:00
O517,delivered,2025-07-03 20:13:00
O518,created,2025-07-03 08:56:00
O518,assigned,2025-07-03 08:57:00
O518,picked,2025-07-03 09:05:00
O518,delivered,2025-07-03 09:30:00
O519,created,2025-07-03 08:56:00
O519,assigned,2025-07-03 08:57:00
O519,picked,2025-07-03 09:06:00
O519,delivered,2025-07-03 09:30:00
O520,created,2025-07-03 10:22:00
O520,assigned,2025-07-03 10:26:00
O520,picked,2025-07-03 10:34:00
O520,delivered,2025-07-03 10:43:00
O521,created,2025-07-03 21:06:00
O521,assigned,2025-07-03 21:09:00
O521,picked,2025-07-03 21:15:00
O521,delivered,2025-07-03 21:15:00
O522,created,2025-07-03 17:44:00
O522,assigned,2025-07-03 17:48:00
O522,picked,2025-07-03 17:54:00
O522,delivered,2025-07-03 18:07:00
O523,created,2025-07-03 19:08:00
O523,assigned,2025-07-03 19:10:00
O523,picked,2025-07-03 19:19:00
O523,delivered,2025-07-03 19:18:00
O524,created,2025-07-03 14:42:00
O524,assigned,2025-07-03 14:43:00
O524,picked,2025-07-03 14:52:00
O524,delivered,2025-07-03 14:50:00
O525,created,2025-07-03 14:14:00
O525,assigned,2025-07-03 14:18:00
O525,picked,2025-07-03 14:26:00
O525,delivered,2025-07-03 14:33:00
O526,created,2025-07-03 19:46:00
O526,assigned,2025-07-03 19:47:00
O526,picked,2025-07-03 19:56:00
O526,delivered,2025-07-03 20:01:00
O527,created,2025-07-03 19:22:00
O527,assigned,2025-07-03 19:23:00
O527,picked,2025-07-03 19:28:00
O527,delivered,2025-07-03 19:31:00
O528,created,2025-07-03 17:44:00
O528,assigned,2025-07-03 17:48:00
O528,picked,2025-07-03 17:55:00
O528,delivered,2025-07-03 17:53:00
O529,created,2025-07-03 15:39:00
O529,assigned,2025-07-03 15:40:00
O529,picked,2025-07-03 15:48:00
O529,delivered,2025-07-03 16:00:00
O530,created,2025-07-03 15:05:00
O530,assigned,2025-07-03 15:07:00
O530,picked,2025-07-03 15:13:00
O530,delivered,2025-07-03 15:41:00
O531,created,2025-07-03 19:54:00
O531,assigned,2025-07-03 19:58:00
O531,picked,2025-07-03 20:05:00
O531,delivered,2025-07-03 20:23:00
O532,created,2025-07-03 18:07:00
O532,assigned,2025-07-03 18:09:00
O532,picked,2025-07-03 18:14:00
O532,delivered,2025-07-03 18:32:00
O533,created,2025-07-03 18:25:00
O533,assigned,2025-07-03 18:29:00
O533,picked,2025-07-03 18:34:00
O533,delivered,2025-07-03 18:47:00
O534,created,2025-07-03 21:27:00
O534,assigned,2025-07-03 21:28:00
O534,picked,2025-07-03 21:35:00
O534,delivered,2025-07-03 21:40:00
O535,created,2025-07-03 09:20:00
O535,assigned,2025-07-03 09:23:00
O535,picked,2025-07-03 09:28:00
O535,delivered,2025-07-03 09:55:00
O536,created,2025-07-03 09:41:00
O536,assigned,2025-07-03 09:42:00
O536,picked,2025-07-03 09:48:00
O536,delivered,2025-07-03 10:24:00
O537,created,2025-07-03 13:17:00
O537,assigned,2025-07-03 13:19:00
O537,picked,2025-07-03 13:24:00
O537,delivered,2025-07-03 14:00:00
O538,created,2025-07-03 08:44:00
O538,assigned,2025-07-03 08:48:00
O538,picked,2025-07-03 08:55:00
O538,delivered,2025-07-03 08:59:00
O539,created,2025-07-03 15:12:00
O539,assigned,2025-07-03 15:13:00
O539,picked,2025-07-03 15:18:00
O539,delivered,2025-07-03 15:17:00
O540,created,2025-07-03 21:55:00
O540,assigned,2025-07-03 21:58:00
O540,picked,2025-07-03 22:06:00
O540,delivered,2025-07-03 22:21:00
O541,created,2025-07-03 14:35:00
O541,assigned,2025-07-03 14:39:00
O541,picked,2025-07-03 14:46:00
O541,delivered,2025-07-03 15:01:00
O542,created,2025-07-03 10:11:00
O542,assigned,2025-07-03 10:15:00
O542,picked,2025-07-03 10:22:00
O542,delivered,2025-07-03 10:30:00
O543,created,2025-07-03 13:39:00
O543,assigned,2025-07-03 13:43:00
O543,picked,2025-07-03 13:49:00
O543,delivered,2025-07-03 14:13:00
O544,created,2025-07-03 10:42:00
O544,assigned,2025-07-03 10:43:00
O544,picked,2025-07-03 10:48:00
O544,delivered,2025-07-03 10:55:00
O545,created,2025-07-03 17:23:00
O545,assigned,2025-07-03 17:25:00
O545,picked,2025-07-03 17:33:00
O545,delivered,2025-07-03 17:44:00
O546,created,2025-07-03 20:21:00
O546,assigned,2025-07-03 20:23:00
O546,picked,2025-07-03 20:31:00
O546,delivered,2025-07-03 20:48:00
O547,created,2025-07-03 19:59:00
O547,assigned,2025-07-03 20:02:00
O547,picked,2025-07-03 20:10:00
O547,delivered,2025-07-03 20:38:00
O548,created,2025-07-03 18:24:00
O548,assigned,2025-07-03 18:27:00
O548,picked,2025-07-03 18:34:00
O548,delivered,2025-07-03 18:41:00
O549,created,2025-07-03 12:04:00
O549,assigned,2025-07-03 12:06:00
O549,picked,2025-07-03 12:12:00
O549,delivered,2025-07-03 12:09:00
O550,created,2025-07-03 12:55:00
O550,assigned,2025-07-03 12:58:00
O550,picked,2025-07-03 13:06:00
O550,delivered,2025-07-03 13:13:00
O551,created,2025-07-03 16:47:00
O551,assigned,2025-07-03 16:51:00
O551,picked,2025-07-03 17:00:00
O551,delivered,2025-07-03 17:05:00
O552,created,2025-07-03 20:12:00
O552,assigned,2025-07-03 20:15:00
O552,picked,2025-07-03 20:20:00
O552,delivered,2025-07-03 20:43:00
O553,created,2025-07-03 08:35:00
O553,assigned,2025-07-03 08:36:00
O553,picked,2025-07-03 08:43:00
O553,delivered,2025-07-03 09:08:00
O554,created,2025-07-03 09:11:00
O554,assigned,2025-07-03 09:12:00
O554,picked,2025-07-03 09:19:00
O554,delivered,2025-07-03 09:38:00
O555,created,2025-07-03 08:07:00
O555,assigned,2025-07-03 08:10:00
O555,picked,2025-07-03 08:18:00
O555,delivered,2025-07-03 08:25:00
O556,created,2025-07-03 18:53:00
O556,assigned,2025-07-03 18:55:00
O556,picked,2025-07-03 19:00:00
O556,delivered,2025-07-03 19:26:00
O557,created,2025-07-03 19:52:00
O557,assigned,2025-07-03 19:54:00
O557,picked,2025-07-03 20:01:00
O557,delivered,2025-07-03 20:25:00
O558,created,2025-07-03 17:47:00
O558,assigned,2025-07-03 17:48:00
O558,picked,2025-07-03 17:55:00
O558,delivered,2025-07-03 18:27:00
O559,created,2025-07-03 19:52:00
O559,assigned,2025-07-03 19:56:00
O559,picked,2025-07-03 20:03:00
O559,delivered,2025-07-03 20:32:00
O560,created,2025-07-03 10:24:00
O560,assigned,2025-07-03 10:27:00
O560,picked,2025-07-03 10:33:00
O560,delivered,2025-07-03 10:39:00
O561,created,2025-07-03 14:39:00
O561,assigned,2025-07-03 14:43:00
O561,picked,2025-07-03 14:52:00
O561,delivered,2025-07-03 15:07:00
O562,created,2025-07-03 18:17:00
O562,assigned,2025-07-03 18:20:00
O562,picked,2025-07-03 18:27:00
O562,delivered,2025-07-03 18:22:00
O563,created,2025-07-03 14:56:00
O563,assigned,2025-07-03 14:58:00
O563,picked,2025-07-03 15:03:00
O563,delivered,2025-07-03 15:20:00
O564,created,2025-07-03 10:41:00
O564,assigned,2025-07-03 10:45:00
O564,picked,2025-07-03 10:54:00
O564,delivered,2025-07-03 10:50:00
O565,created,2025-07-03 08:41:00
O565,assigned,2025-07-03 08:45:00
O565,picked,2025-07-03 08:54:00
O565,delivered,2025-07-03 08:50:00
O566,created,2025-07-03 14:04:00
O566,assigned,2025-07-03 14:05:00
O566,picked,2025-07-03 14:10:00
O566,delivered,2025-07-03 14:09:00
O567,created,2025-07-03 09:04:00
O567,assigned,2025-07-03 09:07:00
O567,picked,2025-07-03 09:14:00
O567,delivered,2025-07-03 09:44:00
O568,created,2025-07-03 12:19:00
O568,assigned,2025-07-03 12:23:00
O568,picked,2025-07-03 12:32:00
O568,delivered,2025-07-03 12:26:00
O569,created,2025-07-03 11:56:00
O569,assigned,2025-07-03 12:00:00
O569,picked,2025-07-03 12:07:00
O569,delivered,2025-07-03 12:05:00
O570,created,2025-07-03 18:16:00
O570,assigned,2025-07-03 18:20:00
O570,picked,2025-07-03 18:25:00
O570,delivered,2025-07-03 19:07:00
O571,created,2025-07-03 20:03:00
O571,assigned,2025-07-03 20:04:00
O571,picked,2025-07-03 20:13:00
O571,delivered,2025-07-03 20:11:00
O572,created,2025-07-03 12:15:00
O572,assigned,2025-07-03 12:17:00
O572,picked,2025-07-03 12:24:00
O572,delivered,2025-07-03 12:33:00
O573,created,2025-07-03 14:46:00
O573,assigned,2025-07-03 14:49:00
O573,picked,2025-07-03 14:57:00
O573,delivered,2025-07-03 14:51:00
O574,created,2025-07-03 12:44:00
O574,assigned,2025-07-03 12:47:00
O574,picked,2025-07-03 12:53:00
O574,delivered,2025-07-03 12:51:00
O575,created,2025-07-03 13:47:00
O575,assigned,2025-07-03 13:48:00
O575,picked,2025-07-03 13:57:00
O575,delivered,2025-07-03 14:29:00
O576,created,2025-07-03 10:36:00
O576,assigned,2025-07-03 10:37:00
O576,picked,2025-07-03 10:44:00
O576,delivered,2025-07-03 10:46:00
O577,created,2025-07-03 11:41:00
O577,assigned,2025-07-03 11:44:00
O577,picked,2025-07-03 11:51:00
O577,delivered,2025-07-03 11:55:00
O578,created,2025-07-03 09:36:00
O578,assigned,2025-07-03 09:39:00
O578,picked,2025-07-03 09:44:00
O578,delivered,2025-07-03 09:55:00
O579,created,2025-07-03 10:28:00
O579,assigned,2025-07-03 10:32:00
O579,picked,2025-07-03 10:40:00
O579,delivered,2025-07-03 10:34:00
O580,created,2025-07-03 13:25:00
O580,assigned,2025-07-03 13:26:00
O580,picked,2025-07-03 13:31:00
O580,delivered,2025-07-03 13:49:00
O581,created,2025-07-03 11:07:00
O581,assigned,2025-07-03 11:11:00
O581,picked,2025-07-03 11:20:00
O581,delivered,2025-07-03 11:37:00
O582,created,2025-07-03 11:39:00
O582,assigned,2025-07-03 11:42:00
O582,picked,2025-07-03 11:48:00
O582,delivered,2025-07-03 12:00:00
O583,created,2025-07-03 08:29:00
O583,assigned,2025-07-03 08:31:00
O583,picked,2025-07-03 08:40:00
O583,delivered,2025-07-03 08:34:00
O584,created,2025-07-03 17:53:00
O584,assigned,2025-07-03 17:57:00
O584,picked,2025-07-03 18:06:00
O584,delivered,2025-07-03 17:58:00
O585,created,2025-07-03 20:22:00
O585,assigned,2025-07-03 20:24:00
O585,picked,2025-07-03 20:33:00
O585,delivered,2025-07-03 20:40:00
O586,created,2025-07-03 14:23:00
O586,assigned,2025-07-03 14:24:00
O586,picked,2025-07-03 14:30:00
O586,delivered,2025-07-03 14:32:00
O587,created,2025-07-03 20:23:00
O587,assigned,2025-07-03 20:26:00
O587,picked,2025-07-03 20:33:00
O587,delivered,2025-07-03 20:36:00
O588,created,2025-07-03 17:56:00
O588,assigned,2025-07-03 17:59:00
O588,picked,2025-07-03 18:04:00
O588,delivered,2025-07-03 18:17:00
O589,created,2025-07-03 13:16:00
O589,assigned,2025-07-03 13:17:00
O589,picked,2025-07-03 13:24:00
O589,delivered,2025-07-03 13:21:00
O590,created,2025-07-03 17:02:00
O590,assigned,2025-07-03 17:06:00
O590,picked,2025-07-03 17:12:00
O590,delivered,2025-07-03 17:29:00
O591,created,2025-07-03 14:05:00
O591,assigned,2025-07-03 14:08:00
O591,picked,2025-07-03 14:15:00
O591,delivered,2025-07-03 14:17:00
O592,created,2025-07-03 15:11:00
O592,assigned,2025-07-03 15:13:00
O592,picked,2025-07-03 15:19:00
O592,delivered,2025-07-03 15:22:00
O593,created,2025-07-03 16:09:00
O593,assigned,2025-07-03 16:12:00
O593,picked,2025-07-03 16:17:00
O593,delivered,2025-07-03 16:34:00
O594,created,2025-07-03 08:59:00
O594,assigned,2025-07-03 09:02:00
O594,picked,2025-07-03 09:11:00
O594,delivered,2025-07-03 09:16:00
O595,created,2025-07-03 19:29:00
O595,assigned,2025-07-03 19:33:00
O595,picked,2025-07-03 19:39:00
O595,delivered,2025-07-03 20:11:00
O596,created,2025-07-03 19:12:00
O596,assigned,2025-07-03 19:15:00
O596,picked,2025-07-03 19:22:00
O596,delivered,2025-07-03 19:38:00
O597,created,2025-07-03 09:13:00
O597,assigned,2025-07-03 09:16:00
O597,picked,2025-07-03 09:23:00
O597,delivered,2025-07-03 09:32:00
O598,created,2025-07-03 08:06:00
O598,assigned,2025-07-03 08:07:00
O598,picked,2025-07-03 08:15:00
O598,delivered,2025-07-03 08:22:00
O599,created,2025-07-03 16:16:00
O599,assigned,2025-07-03 16:20:00
O599,picked,2025-07-03 16:26:00
O599,delivered,2025-07-03 16:32:00
O600,created,2025-07-03 11:24:00
O600,assigned,2025-07-03 11:26:00
O600,picked,2025-07-03 11:35:00
O600,delivered,2025-07-03 11:47:00
O601,created,2025-07-04 17:05:00
O601,assigned,2025-07-04 17:09:00
O601,picked,2025-07-04 17:17:00
O601,delivered,2025-07-04 17:20:00
O602,created,2025-07-04 10:17:00
O602,assigned,2025-07-04 10:20:00
O602,picked,2025-07-04 10:28:00
O602,delivered,2025-07-04 10:57:00
O603,created,2025-07-04 13:13:00
O603,assigned,2025-07-04 13:14:00
O603,picked,2025-07-04 13:19:00
O603,delivered,2025-07-04 13:28:00
O604,created,2025-07-04 19:02:00
O604,assigned,2025-07-04 19:03:00
O604,picked,2025-07-04 19:08:00
O604,delivered,2025-07-04 19:09:00
O605,created,2025-07-04 19:54:00
O605,assigned,2025-07-04 19:56:00
O605,picked,2025-07-04 20:03:00
O605,delivered,2025-07-04 20:34:00
O606,created,2025-07-04 10:07:00
O606,assigned,2025-07-04 10:10:00
O606,picked,2025-07-04 10:17:00
O606,delivered,2025-07-04 10:27:00
O607,created,2025-07-04 19:58:00
O607,assigned,2025-07-04 19:59:00
O607,picked,2025-07-04 20:07:00
O607,delivered,2025-07-04 20:03:00
O608,created,2025-07-04 16:35:00
O608,assigned,2025-07-04 16:39:00
O608,picked,2025-07-04 16:45:00
O608,delivered,2025-07-04 16:57:00
O609,created,2025-07-04 19:56:00
O609,assigned,2025-07-04 19:59:00
O609,picked,2025-07-04 20:07:00
O609,delivered,2025-07-04 20:11:00
O610,created,2025-07-04 16:03:00
O610,assigned,2025-07-04 16:04:00
O610,picked,2025-07-04 16:12:00
O610,delivered,2025-07-04 16:13:00
O611,created,2025-07-04 18:41:00
O611,assigned,2025-07-04 18:44:00
O611,picked,2025-07-04 18:52:00
O611,delivered,2025-07-04 19:11:00
O612,created,2025-07-04 20:09:00
O612,assigned,2025-07-04 20:10:00
O612,picked,2025-07-04 20:18:00
O612,delivered,2025-07-04 20:43:00
O613,created,2025-07-04 09:55:00
O613,assigned,2025-07-04 09:59:00
O613,picked,2025-07-04 10:04:00
O613,delivered,2025-07-04 10:10:00
O614,created,2025-07-04 14:40:00
O614,assigned,2025-07-04 14:42:00
O614,picked,2025-07-04 14:50:00
O614,delivered,2025-07-04 15:10:00
O615,created,2025-07-04 16:54:00
O615,assigned,2025-07-04 16:56:00
O615,picked,2025-07-04 17:04:00
O615,delivered,2025-07-04 17:16:00
O616,created,2025-07-04 13:20:00
O616,assigned,2025-07-04 13:22:00
O616,picked,2025-07-04 13:31:00
O616,delivered,2025-07-04 13:25:00
O617,created,2025-07-04 21:38:00
O617,assigned,2025-07-04 21:40:00
O617,picked,2025-07-04 21:49:00
O617,delivered,2025-07-04 21:45:00
O618,created,2025-07-04 09:56:00
O618,assigned,2025-07-04 09:57:00
O618,picked,2025-07-04 10:02:00
O618,delivered,2025-07-04 10:11:00
O619,created,2025-07-04 15:33:00
O619,assigned,2025-07-04 15:35:00
O619,picked,2025-07-04 15:44:00
O619,delivered,2025-07-04 15:49:00
O620,created,2025-07-04 14:47:00
O620,assigned,2025-07-04 14:49:00
O620,picked,2025-07-04 14:56:00
O620,delivered,2025-07-04 14:57:00
O621,created,2025-07-04 16:25:00
O621,assigned,2025-07-04 16:26:00
O621,picked,2025-07-04 16:35:00
O621,delivered,2025-07-04 16:58:00
O622,created,2025-07-04 16:31:00
O622,assigned,2025-07-04 16:33:00
O622,picked,2025-07-04 16:40:00
O622,delivered,2025-07-04 16:51:00
O623,created,2025-07-04 19:58:00
O623,assigned,2025-07-04 20:02:00
O623,picked,2025-07-04 20:11:00
O623,delivered,2025-07-04 20:39:00
O624,created,2025-07-04 10:15:00
O624,assigned,2025-07-04 10:18:00
O624,picked,2025-07-04 10:26:00
O624,delivered,2025-07-04 10:30:00
O625,created,2025-07-04 14:47:00
O625,assigned,2025-07-04 14:48:00
O625,picked,2025-07-04 14:56:00
O625,delivered,2025-07-04 15:10:00
O626,created,2025-07-04 15:52:00
O626,assigned,2025-07-04 15:53:00
O626,picked,2025-07-04 15:59:00
O626,delivered,2025-07-04 15:59:00
O627,created,2025-07-04 18:57:00
O627,assigned,2025-07-04 19:00:00
O627,picked,2025-07-04 19:09:00
O627,delivered,2025-07-04 19:31:00
O628,created,2025-07-04 17:01:00
O628,assigned,2025-07-04 17:03:00
O628,picked,2025-07-04 17:09:00
O628,delivered,2025-07-04 17:11:00
O629,created,2025-07-04 09:14:00
O629,assigned,2025-07-04 09:15:00
O629,picked,2025-07-04 09:23:00
O629,delivered,2025-07-04 09:19:00
O630,created,2025-07-04 10:03:00
O630,assigned,2025-07-04 10:04:00
O630,picked,2025-07-04 10:11:00
O630,delivered,2025-07-04 10:23:00
O631,created,2025-07-04 21:38:00
O631,assigned,2025-07-04 21:40:00
O631,picked,2025-07-04 21:45:00
O631,delivered,2025-07-04 22:04:00
O632,created,2025-07-04 15:56:00
O632,assigned,2025-07-04 15:59:00
O632,picked,2025-07-04 16:07:00
O632,delivered,2025-07-04 16:19:00
O633,created,2025-07-04 21:08:00
O633,assigned,2025-07-04 21:11:00
O633,picked,2025-07-04 21:19:00
O633,delivered,2025-07-04 21:35:00
O634,created,2025-07-04 21:58:00
O634,assigned,2025-07-04 22:02:00
O634,picked,2025-07-04 22:11:00
O634,delivered,2025-07-04 22:03:00
O635,created,2025-07-04 15:59:00
O635,assigned,2025-07-04 16:01:00
O635,picked,2025-07-04 16:08:00
O635,delivered,2025-07-04 16:12:00
O636,created,2025-07-04 13:31:00
O636,assigned,2025-07-04 13:35:00
O636,picked,2025-07-04 13:42:00
O636,delivered,2025-07-04 13:36:00
O637,created,2025-07-04 20:16:00
O637,assigned,2025-07-04 20:19:00
O637,picked,2025-07-04 20:25:00
O637,delivered,2025-07-04 20:28:00
O638,created,2025-07-04 14:27:00
O638,assigned,2025-07-04 14:31:00
O638,picked,2025-07-04 14:39:00
O638,delivered,2025-07-04 14:47:00
O639,created,2025-07-04 08:04:00
O639,assigned,2025-07-04 08:08:00
O639,picked,2025-07-04 08:17:00
O639,delivered,2025-07-04 08:24:00
O640,created,2025-07-04 11:12:00
O640,assigned,2025-07-04 11:15:00
O640,picked,2025-07-04 11:23:00
O640,delivered,2025-07-04 11:35:00
O641,created,2025-07-04 16:59:00
O641,assigned,2025-07-04 17:02:00
O641,picked,2025-07-04 17:07:00
O641,delivered,2025-07-04 17:22:00
O642,created,2025-07-04 11:31:00
O642,assigned,2025-07-04 11:32:00
O642,picked,2025-07-04 11:38:00
